6	1	1	J0	89
6	1	2	A0	141
6	1	2	B0	274
6	1	3	G3	245
6	1	3	H3	41
6	1	4	F17	202
6	1	4	G17	122
6	1	5	C9	297
6	1	6	F27	169
6	1	6	F28	34
6	1	6	F29	164
6	1	6	G27	311
6	1	6	G28	80
6	1	6	G29	64
6	1	7	I5	134
6	1	7	I6	117
6	1	7	I7	204
6	1	8	H35	131
6	1	8	I35	50
6	1	9	D38	118
6	1	9	E38	28
6	1	10	F4	3
6	1	11	F0	46
