"Language_ID","Feature","Value"
"ets1","H",0
"ets1","HQ",1
"ets1","I",0
"ets1","IA",1
"ets1","IAHQ",0
"ets1","IH",0
"ets1","Q",0
"ets1","S",1
"ets1","SIAHQ",0
"ets1","V",0
"ets1","VS",0
"ets1","VSI",0
"ets2","A",0
"ets2","H",0
"ets2","HQ",0
"ets2","I",0
"ets2","IA",0
"ets2","IAHQ",0
"ets2","IH",0
"ets2","Q",0
"ets2","S",0
"ets2","SIAHQ",1
"ets2","V",0
"ets2","VS",0
"ets2","VSI",0
"evi1","A",0
"evi1","H",0
"evi1","HQ",0
"evi1","I",0
"evi1","IA",0
"evi1","IAHQ",0
"evi1","IH",0
"evi1","Q",1
"evi1","S",0
"evi1","SIAHQ",0
"evi1","V",0
"evi1","VS",0
"evi1","VSI",0
"ewa1","A",0
"ewa1","H",0
"ewa1","HQ",0
"ewa1","I",0
"ewa1","IA",0
"ewa1","IAHQ",1
"ewa1","IH",0
"ewa1","Q",0
"ewa1","S",0
"ewa1","SIAHQ",0
"ewa1","V",0
"ewa1","VS",0
"ewa1","VSI",0
"ewa2","A",0
"ewa2","H",0
"ewa2","HQ",0
"ewa2","I",0
"ewa2","IA",0
"ewa2","IAHQ",0
"ewa2","IH",0
"ewa2","Q",0
"ewa2","S",0
"ewa2","SIAHQ",0
"ewa2","V",0
"ewa2","VS",0
"ewa2","VSI",0
"geo1","A",0
"geo1","H",0
"geo1","HQ",0
"geo1","I",0
"geo1","IA",0
"geo1","IAHQ",0
"geo1","IH",0
"geo1","Q",0
"geo1","S",0
"geo1","SIAHQ",0
"geo1","V",0
"geo1","VS",0
"geo1","VSI",0
"gua1","A",0
"gua1","H",0
"gua1","HQ",1
"gua1","I",0
"gua1","IA",0
"gua1","IAHQ",0
"gua1","IH",0
"gua1","Q",0
"gua1","S",0
"gua1","SIAHQ",0
"gua1","V",0
"gua1","VS",0
"gua1","VSI",0
"gul1","A",0
"gul1","H",0
"gul1","HQ",0
"gul1","I",0
"gul1","IA",0
"gul1","IAHQ",0
"gul1","IH",0
"gul1","Q",1
"gul1","S",0
"gul1","SIAHQ",0
"gul1","V",0
"gul1","VS",0
"gul1","VSI",0
"ham1","A",0
"ham1","H",0
"ham1","HQ",1
"ham1","I",0
"ham1","IA",0
"ham1","IAHQ",0
"ham1","IH",0
"ham1","Q",0
"ham1","S",0
"ham1","SIAHQ",0
"ham1","V",0
"ham1","VS",0
"ham1","VSI",0
"haz1","A",0
"haz1","H",0
"haz1","HQ",0
"haz1","I",0
"haz1","IA",0
"haz1","IAHQ",1
"haz1","IH",0
"haz1","Q",0
"haz1","S",0
"haz1","SIAHQ",0
"haz1","V",0
"haz1","VS",0
"haz1","VSI",0
"hei1","A",0
"hei1","H",0
"hei1","HQ",0
"hei1","I",0
"hei1","IA",0
"hei1","IAHQ",0
"hei1","IH",0
"hei1","Q",0
"hei1","S",1
"hei1","SIAHQ",0
"hei1","V",0
"hei1","VS",0
"hei1","VSI",0
"him1","A",0
"him1","H",0
"him1","HQ",0
"him1","I",0
"him1","IA",0
"him1","IAHQ",0
"him1","IH",0
"him1","Q",0
"him1","S",0
"him1","SIAHQ",0
"him1","V",0
"him1","VS",0
"him1","VSI",0
"hir1","A",0
"hir1","H",0
"hir1","HQ",0
"hir1","I",0
"hir1","IA",0
"hir1","IAHQ",1
"hir1","IH",0
"hir1","Q",0
"hir1","S",0
"hir1","SIAHQ",0
"hir1","V",0
"hir1","VS",1
"hir1","VSI",0
"hua1","A",0
"hua1","H",0
"hua1","HQ",1
"hua1","I",0
"hua1","IA",1
"hua1","IAHQ",0
"hua1","IH",0
"hua1","Q",0
"hua1","S",0
"hua1","SIAHQ",0
"hua1","V",0
"hua1","VS",1
"hua1","VSI",0
"hup1","A",1
"hup1","H",0
"hup1","HQ",1
"hup1","I",1
"hup1","IA",0
"hup1","IAHQ",0
"hup1","IH",0
